第三階層,年,月,レコード数,日付,ページ パス レベル 3,ページビュー数,ページ別訪問数,年月
dataset-00000105,2017年,07月,1,2017/07/03,/dataset-00000105,2,1,201707
dataset-00000105,2017年,07月,1,2017/07/03,/dataset-00000105/,2,1,201707
dataset-00000132,2017年,07月,1,2017/07/03,/dataset-00000132,2,1,201707
dataset-00000132,2017年,07月,1,2017/07/03,/dataset-00000132/,2,1,201707
dataset-00000138,2017年,07月,1,2017/07/03,/dataset-00000138,2,1,201707
dataset-00000138,2017年,07月,1,2017/07/03,/dataset-00000138/,2,1,201707
gr_0060,2017年,07月,1,2017/07/03,/gr_0060,2,1,201707
org_0040,2017年,07月,1,2017/07/03,/org_0040,2,1,201707
resources,2017年,07月,1,2017/07/03,/resources/,2,1,201707
28,2017年,07月,1,2017/07/04,/28,2,1,201707
b18a8508-9e22-4355-9d36-d8c4d94b7df9?tags=統計&page=3,2017年,07月,1,2017/07/04,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?tags=統計&page=3,2,1,201707
dataset-00000006,2017年,07月,1,2017/07/04,/dataset-00000006,2,1,201707
dataset-00000007,2017年,07月,1,2017/07/04,/dataset-00000007,2,1,201707
dataset-00000027,2017年,07月,1,2017/07/04,/dataset-00000027,2,1,201707
dataset-00000135,2017年,07月,1,2017/07/04,/dataset-00000135,2,1,201707
ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0060,2017年,07月,1,2017/07/04,/ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0060,2,1,201707
"gr_0020?q=校区 世帯数&sort=score+desc,+metadata_modified+desc",2017年,07月,1,2017/07/04,"/gr_0020?q=校区 世帯数&sort=score+desc,+metadata_modified+desc",2,1,201707
groups,2017年,07月,1,2017/07/04,/groups/,2,1,201707
5eccbc53-86ea-482a-8594-5224aaf5f2c6?groups=gr_0080,2017年,07月,1,2017/07/05,/5eccbc53-86ea-482a-8594-5224aaf5f2c6?groups=gr_0080,2,1,201707
?s[area_id]=130&s[category_id]=28,2017年,07月,1,2017/07/06,/?s[area_id]=130&s[category_id]=28,2,1,201707
dataset-00000011,2017年,07月,1,2017/07/06,/dataset-00000011,2,1,201707
dataset-00000067,2017年,07月,1,2017/07/06,/dataset-00000067,2,1,201707
dataset-00000105,2017年,07月,1,2017/07/06,/dataset-00000105,2,1,201707
ea98c354-262b-4cff-a061-477b74f43bcc?res_format=XLSX,2017年,07月,1,2017/07/06,/ea98c354-262b-4cff-a061-477b74f43bcc?res_format=XLSX,2,1,201707
gr_0040?page=2,2017年,07月,1,2017/07/06,/gr_0040?page=2,2,1,201707
gr_0040?page=3,2017年,07月,1,2017/07/06,/gr_0040?page=3,2,1,201707
gr_0080,2017年,07月,1,2017/07/06,/gr_0080,2,1,201707
28,2017年,07月,1,2017/07/07,/28,2,1,201707
dataset-00000013,2017年,07月,1,2017/07/07,/dataset-00000013,2,1,201707
dataset-00000063,2017年,07月,1,2017/07/07,/dataset-00000063/,2,1,201707
dataset-00000066,2017年,07月,1,2017/07/07,/dataset-00000066,2,1,201707
dataset-00000105,2017年,07月,1,2017/07/07,/dataset-00000105/,2,1,201707
dataset-00000133,2017年,07月,1,2017/07/07,/dataset-00000133,2,1,201707
login,2017年,07月,1,2017/07/07,/login,2,1,201707
shisei,2017年,07月,1,2017/07/07,/shisei/,2,1,201707
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0230,2017年,07月,1,2017/07/10,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0230,2,1,201707
dataset-00000009,2017年,07月,1,2017/07/10,/dataset-00000009,2,1,201707
dataset-00000070,2017年,07月,1,2017/07/10,/dataset-00000070,2,1,201707
gr_0020?page=1,2017年,07月,1,2017/07/10,/gr_0020?page=1,2,1,201707
gr_0020?page=3,2017年,07月,1,2017/07/10,/gr_0020?page=3,2,1,201707
gr_0040?page=2,2017年,07月,1,2017/07/10,/gr_0040?page=2,2,1,201707
activity,2017年,07月,1,2017/07/11,/activity/,2,1,201707
dataset-00000002,2017年,07月,1,2017/07/11,/dataset-00000002,2,1,201707
dataset-00000006,2017年,07月,1,2017/07/11,/dataset-00000006,2,1,201707
dataset-00000109,2017年,07月,1,2017/07/11,/dataset-00000109,2,1,201707
ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0090,2017年,07月,1,2017/07/11,/ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0090,2,1,201707
kanko,2017年,07月,1,2017/07/11,/kanko/,2,1,201707
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0100,2017年,07月,1,2017/07/12,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0100,2,1,201707
dataset-00000006,2017年,07月,1,2017/07/12,/dataset-00000006,2,1,201707
dataset-00000037,2017年,07月,1,2017/07/12,/dataset-00000037,2,1,201707
dataset-00000037,2017年,07月,1,2017/07/12,/dataset-00000037/,2,1,201707
jigyosha,2017年,07月,1,2017/07/12,/jigyosha/,2,1,201707
kurashi,2017年,07月,1,2017/07/12,/kurashi/,2,1,201707
org_0120,2017年,07月,1,2017/07/12,/org_0120,2,1,201707
dataset-00000105,2017年,07月,1,2017/07/13,/dataset-00000105,2,1,201707
dataset-00000105,2017年,07月,1,2017/07/13,/dataset-00000105/,2,1,201707
dataset-00000135,2017年,07月,1,2017/07/13,/dataset-00000135,2,1,201707
dataset-00000135,2017年,07月,1,2017/07/13,/dataset-00000135/,2,1,201707
gr_0060,2017年,07月,1,2017/07/13,/gr_0060,2,1,201707
dataset-00000002,2017年,07月,1,2017/07/14,/dataset-00000002,2,1,201707
dataset-00000006,2017年,07月,1,2017/07/14,/dataset-00000006,2,1,201707
dataset-00000012,2017年,07月,1,2017/07/14,/dataset-00000012,2,1,201707
dataset-00000054,2017年,07月,1,2017/07/14,/dataset-00000054,2,1,201707
dataset-00000056,2017年,07月,1,2017/07/14,/dataset-00000056,2,1,201707
dataset-00000056,2017年,07月,1,2017/07/14,/dataset-00000056/,2,1,201707
dataset-00000105,2017年,07月,1,2017/07/14,/dataset-00000105,2,1,201707
dataset-00000105,2017年,07月,1,2017/07/14,/dataset-00000105/,2,1,201707
dataset-00000106,2017年,07月,1,2017/07/14,/dataset-00000106,2,1,201707
dataset-00000106,2017年,07月,1,2017/07/14,/dataset-00000106/,2,1,201707
dataset-00000136,2017年,07月,1,2017/07/14,/dataset-00000136,2,1,201707
gr_0040?page=2,2017年,07月,1,2017/07/14,/gr_0040?page=2,2,1,201707
gr_0070,2017年,07月,1,2017/07/14,/gr_0070,2,1,201707
gr_0040,2017年,07月,1,2017/07/15,/gr_0040,2,1,201707
gr_0040?page=2,2017年,07月,1,2017/07/15,/gr_0040?page=2,2,1,201707
about,2017年,07月,1,2017/07/16,/about/,2,1,201707
?sort=released,2017年,07月,1,2017/07/17,/?sort=released,2,1,201707
dataset-00000006,2017年,07月,1,2017/07/17,/dataset-00000006,2,1,201707
dataset-00000056,2017年,07月,1,2017/07/17,/dataset-00000056,2,1,201707
gr_0050,2017年,07月,1,2017/07/17,/gr_0050,2,1,201707
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0100,2017年,07月,1,2017/07/18,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0100,2,1,201707
ea98c354-262b-4cff-a061-477b74f43bcc?groups=gr_0040&page=3,2017年,07月,1,2017/07/18,/ea98c354-262b-4cff-a061-477b74f43bcc?groups=gr_0040&page=3,2,1,201707
groups,2017年,07月,1,2017/07/18,/groups/,2,1,201707
jigyosha,2017年,07月,1,2017/07/18,/jigyosha/,2,1,201707
dataset-00000019,2017年,07月,1,2017/07/19,/dataset-00000019,2,1,201707
dataset-00000070,2017年,07月,1,2017/07/19,/dataset-00000070,2,1,201707
dataset-00000105,2017年,07月,1,2017/07/19,/dataset-00000105,2,1,201707
dataset-00000105,2017年,07月,1,2017/07/19,/dataset-00000105/,2,1,201707
dataset-00000145,2017年,07月,1,2017/07/19,/dataset-00000145,2,1,201707
ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0090,2017年,07月,1,2017/07/19,/ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0090,2,1,201707
gr_0020?page=2,2017年,07月,1,2017/07/19,/gr_0020?page=2,2,1,201707
iryo,2017年,07月,1,2017/07/19,/iryo/,2,1,201707
kanko,2017年,07月,1,2017/07/19,/kanko/,2,1,201707
dataset-00000059,2017年,07月,1,2017/07/20,/dataset-00000059,2,1,201707
dataset-00000131,2017年,07月,1,2017/07/20,/dataset-00000131,2,1,201707
gr_0070,2017年,07月,1,2017/07/20,/gr_0070,2,1,201707
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0100,2017年,07月,1,2017/07/21,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0100,2,1,201707
dataset-00000002,2017年,07月,1,2017/07/21,/dataset-00000002,2,1,201707
gr_0020?page=2,2017年,07月,1,2017/07/21,/gr_0020?page=2,2,1,201707
ea98c354-262b-4cff-a061-477b74f43bcc?res_format=ＣＳＶ,2017年,07月,1,2017/07/23,/ea98c354-262b-4cff-a061-477b74f43bcc?res_format=ＣＳＶ,2,1,201707
gr_0020,2017年,07月,1,2017/07/23,/gr_0020,2,1,201707
dataset-00000009,2017年,07月,1,2017/07/24,/dataset-00000009,2,1,201707
dataset-00000059,2017年,07月,1,2017/07/24,/dataset-00000059,2,1,201707
dataset-00000141,2017年,07月,1,2017/07/24,/dataset-00000141,2,1,201707
dataset-00000054,2017年,07月,1,2017/07/25,/dataset-00000054,2,1,201707
dataset-00000065,2017年,07月,1,2017/07/25,/dataset-00000065,2,1,201707
dataset-00000134,2017年,07月,1,2017/07/25,/dataset-00000134,2,1,201707
dataset-00000141,2017年,07月,1,2017/07/25,/dataset-00000141,2,1,201707
gr_0020?page=2,2017年,07月,1,2017/07/25,/gr_0020?page=2,2,1,201707
gr_0020?page=3,2017年,07月,1,2017/07/25,/gr_0020?page=3,2,1,201707
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0050,2017年,07月,1,2017/07/26,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0050,2,1,201707
dataset-00000002,2017年,07月,1,2017/07/26,/dataset-00000002,2,1,201707
dataset-00000008,2017年,07月,1,2017/07/26,/dataset-00000008,2,1,201707
dataset-00000014,2017年,07月,1,2017/07/26,/dataset-00000014,2,1,201707
dataset-00000014,2017年,07月,1,2017/07/26,/dataset-00000014/,2,1,201707
dataset-00000051,2017年,07月,1,2017/07/26,/dataset-00000051,2,1,201707
dataset-00000051,2017年,07月,1,2017/07/26,/dataset-00000051/,2,1,201707
dataset-00000107,2017年,07月,1,2017/07/26,/dataset-00000107,2,1,201707
dataset-00000136,2017年,07月,1,2017/07/26,/dataset-00000136,2,1,201707
dataset-00000137,2017年,07月,1,2017/07/26,/dataset-00000137,2,1,201707
dataset-00000137,2017年,07月,1,2017/07/26,/dataset-00000137/,2,1,201707
kobe-today,2017年,07月,1,2017/07/26,/kobe-today/,2,1,201707
org_0010,2017年,07月,1,2017/07/26,/org_0010,2,1,201707
org_0020,2017年,07月,1,2017/07/26,/org_0020,2,1,201707
dataset-00000010,2017年,07月,1,2017/07/27,/dataset-00000010,2,1,201707
dataset-00000135,2017年,07月,1,2017/07/27,/dataset-00000135,2,1,201707
gr_0020,2017年,07月,1,2017/07/27,/gr_0020,2,1,201707
activity,2017年,07月,1,2017/07/28,/activity/,2,1,201707
b18a8508-9e22-4355-9d36-d8c4d94b7df9?groups=gr_0020,2017年,07月,1,2017/07/28,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?groups=gr_0020,2,1,201707
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0100&groups=gr_0010,2017年,07月,1,2017/07/28,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0100&groups=gr_0010,2,1,201707
dataset-00000006,2017年,07月,1,2017/07/28,/dataset-00000006,2,1,201707
dataset-00000070,2017年,07月,1,2017/07/28,/dataset-00000070,2,1,201707
dataset-00000105,2017年,07月,1,2017/07/28,/dataset-00000105/,2,1,201707
groups,2017年,07月,1,2017/07/28,/groups/,2,1,201707
org_0020,2017年,07月,1,2017/07/28,/org_0020,2,1,201707
dataset-00000054,2017年,07月,1,2017/07/29,/dataset-00000054,2,1,201707
dataset-00000105,2017年,07月,1,2017/07/29,/dataset-00000105,2,1,201707
dataset-00000105,2017年,07月,1,2017/07/29,/dataset-00000105/,2,1,201707
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0100,2017年,07月,1,2017/07/31,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0100,2,1,201707
dataset-00000003,2017年,07月,1,2017/07/31,/dataset-00000003/,2,1,201707
dataset-00000117,2017年,07月,1,2017/07/31,/dataset-00000117,2,1,201707
dataset-00000141,2017年,07月,1,2017/07/31,/dataset-00000141,2,1,201707
jigyosha,2017年,07月,1,2017/07/31,/jigyosha/,2,1,201707
org_0150,2017年,07月,1,2017/07/31,/org_0150,2,1,201707
shisei,2017年,07月,1,2017/07/31,/shisei/,2,1,201707
sonota,2017年,07月,1,2017/07/31,/sonota/,2,1,201707
dataset-00000019,2017年,07月,1,2017/07/01,/dataset-00000019,3,1,201707
gr_0020?page=2,2017年,07月,1,2017/07/01,/gr_0020?page=2,3,1,201707
dataset-00000003,2017年,07月,1,2017/07/04,/dataset-00000003,3,1,201707
dataset-00000003,2017年,07月,1,2017/07/04,/dataset-00000003/,3,1,201707
dataset-00000135,2017年,07月,1,2017/07/04,/dataset-00000135/,3,1,201707
kotsu,2017年,07月,1,2017/07/06,/kotsu/,3,1,201707
org_0120,2017年,07月,1,2017/07/07,/org_0120,3,1,201707
dataset-00000141,2017年,07月,1,2017/07/09,/dataset-00000141,3,1,201707
,2017年,07月,1,2017/07/10,/,3,1,201707
dataset-00000011,2017年,07月,1,2017/07/11,/dataset-00000011,3,1,201707
dataset-00000012,2017年,07月,1,2017/07/11,/dataset-00000012,3,1,201707
dataset-00000134,2017年,07月,1,2017/07/11,/dataset-00000134,3,1,201707
ea98c354-262b-4cff-a061-477b74f43bcc?res_format=XLS,2017年,07月,1,2017/07/11,/ea98c354-262b-4cff-a061-477b74f43bcc?res_format=XLS,3,1,201707
about,2017年,07月,1,2017/07/14,/about/,3,1,201707
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0110,2017年,07月,1,2017/07/14,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0110,3,1,201707
dataset-00000007,2017年,07月,1,2017/07/14,/dataset-00000007,3,1,201707
dataset-00000012,2017年,07月,1,2017/07/17,/dataset-00000012,3,1,201707
dataset-00000069,2017年,07月,1,2017/07/21,/dataset-00000069,3,1,201707
dataset-00000136,2017年,07月,1,2017/07/26,/dataset-00000136/,3,1,201707
dataset-00000007,2017年,07月,1,2017/07/27,/dataset-00000007,3,1,201707
dataset-00000002,2017年,07月,1,2017/07/28,/dataset-00000002,3,1,201707
dataset-00000003,2017年,07月,1,2017/07/28,/dataset-00000003,3,1,201707
dataset-00000103,2017年,07月,1,2017/07/28,/dataset-00000103,3,1,201707
dataset-00000103,2017年,07月,1,2017/07/28,/dataset-00000103/,3,1,201707
gr_0020?page=2,2017年,07月,1,2017/07/28,/gr_0020?page=2,3,1,201707
dataset-00000003,2017年,07月,1,2017/07/31,/dataset-00000003,3,1,201707
kanko,2017年,07月,1,2017/07/31,/kanko/,3,1,201707
gr_0020?page=3,2017年,07月,1,2017/07/01,/gr_0020?page=3,4,1,201707
dataset-00000141,2017年,07月,1,2017/07/03,/dataset-00000141,4,1,201707
gr_0080,2017年,07月,1,2017/07/04,/gr_0080,4,1,201707
kobe-today,2017年,07月,1,2017/07/11,/kobe-today/,4,1,201707
gr_0010,2017年,07月,1,2017/07/17,/gr_0010,4,1,201707
gr_0060,2017年,07月,1,2017/07/17,/gr_0060,4,1,201707
dataset-00000054,2017年,07月,1,2017/07/19,/dataset-00000054,4,1,201707
dataset-00000065,2017年,07月,1,2017/07/26,/dataset-00000065/,4,1,201707
dataset-00000003,2017年,07月,1,2017/07/28,/dataset-00000003/,4,1,201707
dataset-00000004,2017年,07月,1,2017/07/31,/dataset-00000004,4,1,201707
28,2017年,07月,1,2017/07/01,/28,5,1,201707
dataset-00000011,2017年,07月,1,2017/07/07,/dataset-00000011/,5,1,201707
kanko,2017年,07月,1,2017/07/18,/kanko/,5,1,201707
dataset-00000002,2017年,07月,1,2017/07/06,/dataset-00000002,6,1,201707
,2017年,07月,1,2017/07/12,/,6,1,201707
?sort=released,2017年,07月,1,2017/07/27,/?sort=released,11,1,201707
dataset-00000006,2017年,07月,1,2017/07/01,/dataset-00000006/,2,2,201707
dataset-00000015,2017年,07月,1,2017/07/01,/dataset-00000015/,2,2,201707
dataset-00000028,2017年,07月,1,2017/07/01,/dataset-00000028/,2,2,201707
dataset-00000034,2017年,07月,1,2017/07/01,/dataset-00000034/,2,2,201707
dataset-00000007,2017年,07月,1,2017/07/02,/dataset-00000007/,2,2,201707
dataset-00000007,2017年,07月,1,2017/07/03,/dataset-00000007/,2,2,201707
dataset-00000009,2017年,07月,1,2017/07/03,/dataset-00000009/,2,2,201707
dataset-00000011,2017年,07月,1,2017/07/03,/dataset-00000011/,2,2,201707
dataset-00000012,2017年,07月,1,2017/07/03,/dataset-00000012,2,2,201707
gr_0030,2017年,07月,1,2017/07/03,/gr_0030,2,2,201707
dataset-00000027,2017年,07月,1,2017/07/04,/dataset-00000027/,2,2,201707
dataset-00000045,2017年,07月,1,2017/07/04,/dataset-00000045/,2,2,201707
dataset-00000141,2017年,07月,1,2017/07/04,/dataset-00000141/,2,2,201707
gr_0020?page=3,2017年,07月,1,2017/07/04,/gr_0020?page=3,2,2,201707
gr_0030,2017年,07月,1,2017/07/04,/gr_0030,2,2,201707
gr_0070,2017年,07月,1,2017/07/04,/gr_0070,2,2,201707
kanko,2017年,07月,1,2017/07/04,/kanko/,2,2,201707
dataset-00000141,2017年,07月,1,2017/07/05,/dataset-00000141/,2,2,201707
gr_0040,2017年,07月,1,2017/07/05,/gr_0040,2,2,201707
gr_0050,2017年,07月,1,2017/07/05,/gr_0050,2,2,201707
28,2017年,07月,1,2017/07/06,/28,2,2,201707
dataset-00000011,2017年,07月,1,2017/07/06,/dataset-00000011/,2,2,201707
gr_0060,2017年,07月,1,2017/07/06,/gr_0060,2,2,201707
28,2017年,07月,1,2017/07/07,/28/,2,2,201707
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,2017年,07月,1,2017/07/07,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,2,2,201707
dataset-00000007,2017年,07月,1,2017/07/07,/dataset-00000007/,2,2,201707
dataset-00000008,2017年,07月,1,2017/07/07,/dataset-00000008/,2,2,201707
dataset-00000027,2017年,07月,1,2017/07/07,/dataset-00000027/,2,2,201707
dataset-00000049,2017年,07月,1,2017/07/07,/dataset-00000049/,2,2,201707
dataset-00000105,2017年,07月,1,2017/07/07,/dataset-00000105,2,2,201707
dataset-00000107,2017年,07月,1,2017/07/07,/dataset-00000107,2,2,201707
gr_0040,2017年,07月,1,2017/07/07,/gr_0040,2,2,201707
gr_0070,2017年,07月,1,2017/07/07,/gr_0070,2,2,201707
gr_0080,2017年,07月,1,2017/07/07,/gr_0080,2,2,201707
kobe-today,2017年,07月,1,2017/07/07,/kobe-today,2,2,201707
dataset-00000054,2017年,07月,1,2017/07/08,/dataset-00000054/,2,2,201707
gr_0010,2017年,07月,1,2017/07/08,/gr_0010,2,2,201707
gr_0020,2017年,07月,1,2017/07/08,/gr_0020,2,2,201707
gr_0030,2017年,07月,1,2017/07/08,/gr_0030,2,2,201707
28,2017年,07月,1,2017/07/09,/28/,2,2,201707
dataset-00000005,2017年,07月,1,2017/07/09,/dataset-00000005/,2,2,201707
28,2017年,07月,1,2017/07/10,/28/,2,2,201707
dataset-00000002,2017年,07月,1,2017/07/11,/dataset-00000002/,2,2,201707
dataset-00000007,2017年,07月,1,2017/07/11,/dataset-00000007/,2,2,201707
dataset-00000019,2017年,07月,1,2017/07/11,/dataset-00000019/,2,2,201707
gr_0030,2017年,07月,1,2017/07/11,/gr_0030,2,2,201707
gr_0080,2017年,07月,1,2017/07/11,/gr_0080,2,2,201707
dataset-00000002,2017年,07月,1,2017/07/12,/dataset-00000002/,2,2,201707
dataset-00000007,2017年,07月,1,2017/07/12,/dataset-00000007/,2,2,201707
dataset-00000141,2017年,07月,1,2017/07/12,/dataset-00000141/,2,2,201707
groups,2017年,07月,1,2017/07/12,/groups/,2,2,201707
dataset-00000006,2017年,07月,1,2017/07/13,/dataset-00000006/,2,2,201707
dataset-00000011,2017年,07月,1,2017/07/13,/dataset-00000011/,2,2,201707
dataset-00000141,2017年,07月,1,2017/07/13,/dataset-00000141/,2,2,201707
gr_0040,2017年,07月,1,2017/07/13,/gr_0040,2,2,201707
dataset-00000005,2017年,07月,1,2017/07/14,/dataset-00000005/,2,2,201707
dataset-00000054,2017年,07月,1,2017/07/14,/dataset-00000054/,2,2,201707
dataset-00000131,2017年,07月,1,2017/07/14,/dataset-00000131,2,2,201707
dataset-00000134,2017年,07月,1,2017/07/14,/dataset-00000134/,2,2,201707
dataset-00000138,2017年,07月,1,2017/07/14,/dataset-00000138,2,2,201707
gr_0030,2017年,07月,1,2017/07/15,/gr_0030,2,2,201707
gr_0060,2017年,07月,1,2017/07/15,/gr_0060,2,2,201707
gr_0010,2017年,07月,1,2017/07/16,/gr_0010,2,2,201707
dataset-00000007,2017年,07月,1,2017/07/17,/dataset-00000007/,2,2,201707
dataset-00000008,2017年,07月,1,2017/07/17,/dataset-00000008/,2,2,201707
gr_0040,2017年,07月,1,2017/07/17,/gr_0040,2,2,201707
8027fbef-058a-4292-a321-e19c199ffaa4,2017年,07月,1,2017/07/18,/8027fbef-058a-4292-a321-e19c199ffaa4,2,2,201707
dataset-00000006,2017年,07月,1,2017/07/18,/dataset-00000006/,2,2,201707
gr_0010,2017年,07月,1,2017/07/18,/gr_0010,2,2,201707
gr_0030,2017年,07月,1,2017/07/18,/gr_0030,2,2,201707
dataset-00000004,2017年,07月,1,2017/07/19,/dataset-00000004/,2,2,201707
dataset-00000141,2017年,07月,1,2017/07/19,/dataset-00000141/,2,2,201707
gr_0050,2017年,07月,1,2017/07/19,/gr_0050,2,2,201707
gr_0080,2017年,07月,1,2017/07/19,/gr_0080,2,2,201707
groups,2017年,07月,1,2017/07/19,/groups/,2,2,201707
kobe-today,2017年,07月,1,2017/07/19,/kobe-today,2,2,201707
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060,2017年,07月,1,2017/07/20,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060,2,2,201707
dataset-00000005,2017年,07月,1,2017/07/20,/dataset-00000005,2,2,201707
dataset-00000006,2017年,07月,1,2017/07/20,/dataset-00000006/,2,2,201707
dataset-00000009,2017年,07月,1,2017/07/20,/dataset-00000009,2,2,201707
gr_0050,2017年,07月,1,2017/07/20,/gr_0050,2,2,201707
gr_0080,2017年,07月,1,2017/07/20,/gr_0080,2,2,201707
org_0040,2017年,07月,1,2017/07/20,/org_0040,2,2,201707
dataset-00000006,2017年,07月,1,2017/07/21,/dataset-00000006/,2,2,201707
gr_0030,2017年,07月,1,2017/07/21,/gr_0030,2,2,201707
dataset-00000007,2017年,07月,1,2017/07/22,/dataset-00000007/,2,2,201707
dataset-00000007,2017年,07月,1,2017/07/23,/dataset-00000007/,2,2,201707
dataset-00000004,2017年,07月,1,2017/07/24,/dataset-00000004/,2,2,201707
dataset-00000059,2017年,07月,1,2017/07/24,/dataset-00000059/,2,2,201707
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060,2017年,07月,1,2017/07/25,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060,2,2,201707
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060&page=2,2017年,07月,1,2017/07/25,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060&page=2,2,2,201707
dataset-00000007,2017年,07月,1,2017/07/25,/dataset-00000007/,2,2,201707
dataset-00000134,2017年,07月,1,2017/07/25,/dataset-00000134/,2,2,201707
gr_0030,2017年,07月,1,2017/07/25,/gr_0030,2,2,201707
gr_0040,2017年,07月,1,2017/07/25,/gr_0040,2,2,201707
dataset-00000002,2017年,07月,1,2017/07/26,/dataset-00000002/,2,2,201707
dataset-00000008,2017年,07月,1,2017/07/26,/dataset-00000008/,2,2,201707
dataset-00000012,2017年,07月,1,2017/07/26,/dataset-00000012/,2,2,201707
dataset-00000054,2017年,07月,1,2017/07/26,/dataset-00000054/,2,2,201707
dataset-00000141,2017年,07月,1,2017/07/26,/dataset-00000141/,2,2,201707
gr_0030,2017年,07月,1,2017/07/26,/gr_0030,2,2,201707
gr_0040,2017年,07月,1,2017/07/26,/gr_0040,2,2,201707
gr_0070,2017年,07月,1,2017/07/26,/gr_0070,2,2,201707
gr_0040,2017年,07月,1,2017/07/27,/gr_0040,2,2,201707
dataset-00000070,2017年,07月,1,2017/07/28,/dataset-00000070/,2,2,201707
dataset-00000141,2017年,07月,1,2017/07/28,/dataset-00000141,2,2,201707
gr_0040,2017年,07月,1,2017/07/28,/gr_0040,2,2,201707
gr_0060,2017年,07月,1,2017/07/28,/gr_0060,2,2,201707
gr_0070,2017年,07月,1,2017/07/28,/gr_0070,2,2,201707
dataset-00000005,2017年,07月,1,2017/07/29,/dataset-00000005,2,2,201707
dataset-00000007,2017年,07月,1,2017/07/29,/dataset-00000007,2,2,201707
dataset-00000054,2017年,07月,1,2017/07/31,/dataset-00000054,2,2,201707
dataset-00000141,2017年,07月,1,2017/07/31,/dataset-00000141/,2,2,201707
gr_0020,2017年,07月,1,2017/07/31,/gr_0020,2,2,201707
gr_0040,2017年,07月,1,2017/07/01,/gr_0040,3,2,201707
gr_0040?page=2,2017年,07月,1,2017/07/03,/gr_0040?page=2,3,2,201707
gr_0040?page=3,2017年,07月,1,2017/07/03,/gr_0040?page=3,3,2,201707
resource,2017年,07月,1,2017/07/03,/resource/,3,2,201707
dataset-00000005,2017年,07月,1,2017/07/04,/dataset-00000005,3,2,201707
gr_0020?page=2,2017年,07月,1,2017/07/04,/gr_0020?page=2,3,2,201707
dataset-00000141,2017年,07月,1,2017/07/05,/dataset-00000141,3,2,201707
dataset-00000007,2017年,07月,1,2017/07/06,/dataset-00000007,3,2,201707
dataset-00000105,2017年,07月,1,2017/07/06,/dataset-00000105/,3,2,201707
gr_0050,2017年,07月,1,2017/07/07,/gr_0050,3,2,201707
28,2017年,07月,1,2017/07/10,/28,3,2,201707
dataset-00000058,2017年,07月,1,2017/07/10,/dataset-00000058/,3,2,201707
gr_0050,2017年,07月,1,2017/07/10,/gr_0050,3,2,201707
dataset-00000059,2017年,07月,1,2017/07/11,/dataset-00000059,3,2,201707
dataset-00000059,2017年,07月,1,2017/07/11,/dataset-00000059/,3,2,201707
gr_0050,2017年,07月,1,2017/07/11,/gr_0050,3,2,201707
dataset-00000002,2017年,07月,1,2017/07/12,/dataset-00000002,3,2,201707
dataset-00000005,2017年,07月,1,2017/07/12,/dataset-00000005,3,2,201707
gr_0040?page=3,2017年,07月,1,2017/07/12,/gr_0040?page=3,3,2,201707
dataset-00000002,2017年,07月,1,2017/07/13,/dataset-00000002,3,2,201707
dataset-00000009,2017年,07月,1,2017/07/13,/dataset-00000009,3,2,201707
dataset-00000005,2017年,07月,1,2017/07/14,/dataset-00000005,3,2,201707
dataset-00000134,2017年,07月,1,2017/07/14,/dataset-00000134,3,2,201707
